detector,parameter,threshold,window_seconds,true_positives,false_positives,false_negatives,true_negatives,precision,recall,false_positive_rate,f1
ArpSpoofingDetector,gratuitous_arp_threshold,2,1.0,1,1,1,46,0.5,0.5,0.021277,0.5
ArpSpoofingDetector,gratuitous_arp_threshold,3,1.0,1,0,1,47,1.0,0.5,0.0,0.666667
ArpSpoofingDetector,gratuitous_arp_threshold,4,1.0,1,0,1,47,1.0,0.5,0.0,0.666667
ArpSpoofingDetector,gratuitous_arp_threshold,5,1.0,1,0,1,47,1.0,0.5,0.0,0.666667
ArpSpoofingDetector,gratuitous_arp_threshold,6,1.0,1,0,1,47,1.0,0.5,0.0,0.666667
ArpSpoofingDetector,gratuitous_arp_threshold,8,1.0,0,0,2,47,,0.0,0.0,
ArpSpoofingDetector,gratuitous_arp_threshold,10,1.0,0,0,2,47,,0.0,0.0,
ArpSpoofingDetector,gratuitous_arp_threshold,15,1.0,0,0,2,47,,0.0,0.0,
ArpSpoofingDetector,gratuitous_arp_threshold,25,1.0,0,0,2,47,,0.0,0.0,
ArpSpoofingDetector,gratuitous_arp_threshold,2,5.0,2,1,0,46,0.666667,1.0,0.021277,0.8
ArpSpoofingDetector,gratuitous_arp_threshold,3,5.0,1,1,1,46,0.5,0.5,0.021277,0.5
ArpSpoofingDetector,gratuitous_arp_threshold,4,5.0,1,1,1,46,0.5,0.5,0.021277,0.5
ArpSpoofingDetector,gratuitous_arp_threshold,5,5.0,1,0,1,47,1.0,0.5,0.0,0.666667
ArpSpoofingDetector,gratuitous_arp_threshold,6,5.0,1,0,1,47,1.0,0.5,0.0,0.666667
ArpSpoofingDetector,gratuitous_arp_threshold,8,5.0,1,0,1,47,1.0,0.5,0.0,0.666667
ArpSpoofingDetector,gratuitous_arp_threshold,10,5.0,1,0,1,47,1.0,0.5,0.0,0.666667
ArpSpoofingDetector,gratuitous_arp_threshold,15,5.0,1,0,1,47,1.0,0.5,0.0,0.666667
ArpSpoofingDetector,gratuitous_arp_threshold,25,5.0,0,0,2,47,,0.0,0.0,
ArpSpoofingDetector,gratuitous_arp_threshold,2,10.0,2,1,0,46,0.666667,1.0,0.021277,0.8
ArpSpoofingDetector,gratuitous_arp_threshold,3,10.0,2,1,0,46,0.666667,1.0,0.021277,0.8
ArpSpoofingDetector,gratuitous_arp_threshold,4,10.0,2,1,0,46,0.666667,1.0,0.021277,0.8
ArpSpoofingDetector,gratuitous_arp_threshold,5,10.0,1,1,1,46,0.5,0.5,0.021277,0.5
ArpSpoofingDetector,gratuitous_arp_threshold,6,10.0,1,0,1,47,1.0,0.5,0.0,0.666667
ArpSpoofingDetector,gratuitous_arp_threshold,8,10.0,1,0,1,47,1.0,0.5,0.0,0.666667
ArpSpoofingDetector,gratuitous_arp_threshold,10,10.0,1,0,1,47,1.0,0.5,0.0,0.666667
ArpSpoofingDetector,gratuitous_arp_threshold,15,10.0,1,0,1,47,1.0,0.5,0.0,0.666667
ArpSpoofingDetector,gratuitous_arp_threshold,25,10.0,1,0,1,47,1.0,0.5,0.0,0.666667
ArpSpoofingDetector,gratuitous_arp_threshold,2,30.0,2,1,0,46,0.666667,1.0,0.021277,0.8
ArpSpoofingDetector,gratuitous_arp_threshold,3,30.0,2,1,0,46,0.666667,1.0,0.021277,0.8
ArpSpoofingDetector,gratuitous_arp_threshold,4,30.0,2,1,0,46,0.666667,1.0,0.021277,0.8
ArpSpoofingDetector,gratuitous_arp_threshold,5,30.0,2,1,0,46,0.666667,1.0,0.021277,0.8
ArpSpoofingDetector,gratuitous_arp_threshold,6,30.0,2,1,0,46,0.666667,1.0,0.021277,0.8
ArpSpoofingDetector,gratuitous_arp_threshold,8,30.0,1,1,1,46,0.5,0.5,0.021277,0.5
ArpSpoofingDetector,gratuitous_arp_threshold,10,30.0,1,0,1,47,1.0,0.5,0.0,0.666667
ArpSpoofingDetector,gratuitous_arp_threshold,15,30.0,1,0,1,47,1.0,0.5,0.0,0.666667
ArpSpoofingDetector,gratuitous_arp_threshold,25,30.0,1,0,1,47,1.0,0.5,0.0,0.666667
ArpSpoofingDetector,gratuitous_arp_threshold,2,60.0,2,1,0,46,0.666667,1.0,0.021277,0.8
ArpSpoofingDetector,gratuitous_arp_threshold,3,60.0,2,1,0,46,0.666667,1.0,0.021277,0.8
ArpSpoofingDetector,gratuitous_arp_threshold,4,60.0,2,1,0,46,0.666667,1.0,0.021277,0.8
ArpSpoofingDetector,gratuitous_arp_threshold,5,60.0,2,1,0,46,0.666667,1.0,0.021277,0.8
ArpSpoofingDetector,gratuitous_arp_threshold,6,60.0,2,1,0,46,0.666667,1.0,0.021277,0.8
ArpSpoofingDetector,gratuitous_arp_threshold,8,60.0,1,1,1,46,0.5,0.5,0.021277,0.5
ArpSpoofingDetector,gratuitous_arp_threshold,10,60.0,1,0,1,47,1.0,0.5,0.0,0.666667
ArpSpoofingDetector,gratuitous_arp_threshold,15,60.0,1,0,1,47,1.0,0.5,0.0,0.666667
ArpSpoofingDetector,gratuitous_arp_threshold,25,60.0,1,0,1,47,1.0,0.5,0.0,0.666667
ArpSpoofingDetector,gratuitous_arp_threshold,2,300.0,2,1,0,46,0.666667,1.0,0.021277,0.8
ArpSpoofingDetector,gratuitous_arp_threshold,3,300.0,2,1,0,46,0.666667,1.0,0.021277,0.8
ArpSpoofingDetector,gratuitous_arp_threshold,4,300.0,2,1,0,46,0.666667,1.0,0.021277,0.8
ArpSpoofingDetector,gratuitous_arp_threshold,5,300.0,2,1,0,46,0.666667,1.0,0.021277,0.8
ArpSpoofingDetector,gratuitous_arp_threshold,6,300.0,2,1,0,46,0.666667,1.0,0.021277,0.8
ArpSpoofingDetector,gratuitous_arp_threshold,8,300.0,1,1,1,46,0.5,0.5,0.021277,0.5
ArpSpoofingDetector,gratuitous_arp_threshold,10,300.0,1,0,1,47,1.0,0.5,0.0,0.666667
ArpSpoofingDetector,gratuitous_arp_threshold,15,300.0,1,0,1,47,1.0,0.5,0.0,0.666667
ArpSpoofingDetector,gratuitous_arp_threshold,25,300.0,1,0,1,47,1.0,0.5,0.0,0.666667
ArpSpoofingDetector,gratuitous_arp_threshold,2,3600.0,2,1,0,46,0.666667,1.0,0.021277,0.8
ArpSpoofingDetector,gratuitous_arp_threshold,3,3600.0,2,1,0,46,0.666667,1.0,0.021277,0.8
ArpSpoofingDetector,gratuitous_arp_threshold,4,3600.0,2,1,0,46,0.666667,1.0,0.021277,0.8
ArpSpoofingDetector,gratuitous_arp_threshold,5,3600.0,2,1,0,46,0.666667,1.0,0.021277,0.8
ArpSpoofingDetector,gratuitous_arp_threshold,6,3600.0,2,1,0,46,0.666667,1.0,0.021277,0.8
ArpSpoofingDetector,gratuitous_arp_threshold,8,3600.0,1,1,1,46,0.5,0.5,0.021277,0.5
ArpSpoofingDetector,gratuitous_arp_threshold,10,3600.0,1,0,1,47,1.0,0.5,0.0,0.666667
ArpSpoofingDetector,gratuitous_arp_threshold,15,3600.0,1,0,1,47,1.0,0.5,0.0,0.666667
ArpSpoofingDetector,gratuitous_arp_threshold,25,3600.0,1,0,1,47,1.0,0.5,0.0,0.666667
BeaconingDetector,connection_count_threshold,4,1.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,6,1.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,8,1.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,10,1.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,12,1.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,15,1.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,20,1.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,30,1.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,45,1.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,4,5.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,6,5.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,8,5.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,10,5.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,12,5.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,15,5.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,20,5.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,30,5.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,45,5.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,4,10.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,6,10.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,8,10.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,10,10.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,12,10.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,15,10.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,20,10.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,30,10.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,45,10.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,4,30.0,1,0,2,46,1.0,0.333333,0.0,0.5
BeaconingDetector,connection_count_threshold,6,30.0,1,0,2,46,1.0,0.333333,0.0,0.5
BeaconingDetector,connection_count_threshold,8,30.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,10,30.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,12,30.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,15,30.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,20,30.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,30,30.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,45,30.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,4,60.0,1,1,2,45,0.5,0.333333,0.021739,0.4
BeaconingDetector,connection_count_threshold,6,60.0,1,1,2,45,0.5,0.333333,0.021739,0.4
BeaconingDetector,connection_count_threshold,8,60.0,1,0,2,46,1.0,0.333333,0.0,0.5
BeaconingDetector,connection_count_threshold,10,60.0,1,0,2,46,1.0,0.333333,0.0,0.5
BeaconingDetector,connection_count_threshold,12,60.0,1,0,2,46,1.0,0.333333,0.0,0.5
BeaconingDetector,connection_count_threshold,15,60.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,20,60.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,30,60.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,45,60.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,4,300.0,3,2,0,44,0.6,1.0,0.043478,0.75
BeaconingDetector,connection_count_threshold,6,300.0,2,1,1,45,0.666667,0.666667,0.021739,0.666667
BeaconingDetector,connection_count_threshold,8,300.0,2,1,1,45,0.666667,0.666667,0.021739,0.666667
BeaconingDetector,connection_count_threshold,10,300.0,2,1,1,45,0.666667,0.666667,0.021739,0.666667
BeaconingDetector,connection_count_threshold,12,300.0,1,1,2,45,0.5,0.333333,0.021739,0.4
BeaconingDetector,connection_count_threshold,15,300.0,1,1,2,45,0.5,0.333333,0.021739,0.4
BeaconingDetector,connection_count_threshold,20,300.0,1,1,2,45,0.5,0.333333,0.021739,0.4
BeaconingDetector,connection_count_threshold,30,300.0,1,1,2,45,0.5,0.333333,0.021739,0.4
BeaconingDetector,connection_count_threshold,45,300.0,0,0,3,46,,0.0,0.0,
BeaconingDetector,connection_count_threshold,4,3600.0,3,2,0,44,0.6,1.0,0.043478,0.75
BeaconingDetector,connection_count_threshold,6,3600.0,3,2,0,44,0.6,1.0,0.043478,0.75
BeaconingDetector,connection_count_threshold,8,3600.0,3,2,0,44,0.6,1.0,0.043478,0.75
BeaconingDetector,connection_count_threshold,10,3600.0,3,2,0,44,0.6,1.0,0.043478,0.75
BeaconingDetector,connection_count_threshold,12,3600.0,3,2,0,44,0.6,1.0,0.043478,0.75
BeaconingDetector,connection_count_threshold,15,3600.0,3,2,0,44,0.6,1.0,0.043478,0.75
BeaconingDetector,connection_count_threshold,20,3600.0,2,2,1,44,0.5,0.666667,0.043478,0.571429
BeaconingDetector,connection_count_threshold,30,3600.0,1,1,2,45,0.5,0.333333,0.021739,0.4
BeaconingDetector,connection_count_threshold,45,3600.0,0,0,3,46,,0.0,0.0,
DataExfiltrationDetector,bytes_out_threshold,10000000,1.0,0,0,2,47,,0.0,0.0,
DataExfiltrationDetector,bytes_out_threshold,20000000,1.0,0,0,2,47,,0.0,0.0,
DataExfiltrationDetector,bytes_out_threshold,30000000,1.0,0,0,2,47,,0.0,0.0,
DataExfiltrationDetector,bytes_out_threshold,40000000,1.0,0,0,2,47,,0.0,0.0,
DataExfiltrationDetector,bytes_out_threshold,50000000,1.0,0,0,2,47,,0.0,0.0,
DataExfiltrationDetector,bytes_out_threshold,70000000,1.0,0,0,2,47,,0.0,0.0,
DataExfiltrationDetector,bytes_out_threshold,100000000,1.0,0,0,2,47,,0.0,0.0,
DataExfiltrationDetector,bytes_out_threshold,150000000,1.0,0,0,2,47,,0.0,0.0,
DataExfiltrationDetector,bytes_out_threshold,250000000,1.0,0,0,2,47,,0.0,0.0,
DataExfiltrationDetector,bytes_out_threshold,10000000,5.0,1,0,1,47,1.0,0.5,0.0,0.666667
DataExfiltrationDetector,bytes_out_threshold,20000000,5.0,0,0,2,47,,0.0,0.0,
DataExfiltrationDetector,bytes_out_threshold,30000000,5.0,0,0,2,47,,0.0,0.0,
DataExfiltrationDetector,bytes_out_threshold,40000000,5.0,0,0,2,47,,0.0,0.0,
DataExfiltrationDetector,bytes_out_threshold,50000000,5.0,0,0,2,47,,0.0,0.0,
DataExfiltrationDetector,bytes_out_threshold,70000000,5.0,0,0,2,47,,0.0,0.0,
DataExfiltrationDetector,bytes_out_threshold,100000000,5.0,0,0,2,47,,0.0,0.0,
DataExfiltrationDetector,bytes_out_threshold,150000000,5.0,0,0,2,47,,0.0,0.0,
DataExfiltrationDetector,bytes_out_threshold,250000000,5.0,0,0,2,47,,0.0,0.0,
DataExfiltrationDetector,bytes_out_threshold,10000000,10.0,1,1,1,46,0.5,0.5,0.021277,0.5
DataExfiltrationDetector,bytes_out_threshold,20000000,10.0,1,0,1,47,1.0,0.5,0.0,0.666667
DataExfiltrationDetector,bytes_out_threshold,30000000,10.0,0,0,2,47,,0.0,0.0,
DataExfiltrationDetector,bytes_out_threshold,40000000,10.0,0,0,2,47,,0.0,0.0,
DataExfiltrationDetector,bytes_out_threshold,50000000,10.0,0,0,2,47,,0.0,0.0,
DataExfiltrationDetector,bytes_out_threshold,70000000,10.0,0,0,2,47,,0.0,0.0,
DataExfiltrationDetector,bytes_out_threshold,100000000,10.0,0,0,2,47,,0.0,0.0,
DataExfiltrationDetector,bytes_out_threshold,150000000,10.0,0,0,2,47,,0.0,0.0,
DataExfiltrationDetector,bytes_out_threshold,250000000,10.0,0,0,2,47,,0.0,0.0,
DataExfiltrationDetector,bytes_out_threshold,10000000,30.0,2,2,0,45,0.5,1.0,0.042553,0.666667
DataExfiltrationDetector,bytes_out_threshold,20000000,30.0,1,1,1,46,0.5,0.5,0.021277,0.5
DataExfiltrationDetector,bytes_out_threshold,30000000,30.0,1,1,1,46,0.5,0.5,0.021277,0.5
DataExfiltrationDetector,bytes_out_threshold,40000000,30.0,1,0,1,47,1.0,0.5,0.0,0.666667
DataExfiltrationDetector,bytes_out_threshold,50000000,30.0,1,0,1,47,1.0,0.5,0.0,0.666667
DataExfiltrationDetector,bytes_out_threshold,70000000,30.0,0,0,2,47,,0.0,0.0,
DataExfiltrationDetector,bytes_out_threshold,100000000,30.0,0,0,2,47,,0.0,0.0,
DataExfiltrationDetector,bytes_out_threshold,150000000,30.0,0,0,2,47,,0.0,0.0,
DataExfiltrationDetector,bytes_out_threshold,250000000,30.0,0,0,2,47,,0.0,0.0,
DataExfiltrationDetector,bytes_out_threshold,10000000,60.0,2,2,0,45,0.5,1.0,0.042553,0.666667
DataExfiltrationDetector,bytes_out_threshold,20000000,60.0,2,2,0,45,0.5,1.0,0.042553,0.666667
DataExfiltrationDetector,bytes_out_threshold,30000000,60.0,2,1,0,46,0.666667,1.0,0.021277,0.8
DataExfiltrationDetector,bytes_out_threshold,40000000,60.0,1,1,1,46,0.5,0.5,0.021277,0.5
DataExfiltrationDetector,bytes_out_threshold,50000000,60.0,1,1,1,46,0.5,0.5,0.021277,0.5
DataExfiltrationDetector,bytes_out_threshold,70000000,60.0,1,0,1,47,1.0,0.5,0.0,0.666667
DataExfiltrationDetector,bytes_out_threshold,100000000,60.0,1,0,1,47,1.0,0.5,0.0,0.666667
DataExfiltrationDetector,bytes_out_threshold,150000000,60.0,0,0,2,47,,0.0,0.0,
DataExfiltrationDetector,bytes_out_threshold,250000000,60.0,0,0,2,47,,0.0,0.0,
DataExfiltrationDetector,bytes_out_threshold,10000000,300.0,2,2,0,45,0.5,1.0,0.042553,0.666667
DataExfiltrationDetector,bytes_out_threshold,20000000,300.0,2,2,0,45,0.5,1.0,0.042553,0.666667
DataExfiltrationDetector,bytes_out_threshold,30000000,300.0,2,1,0,46,0.666667,1.0,0.021277,0.8
DataExfiltrationDetector,bytes_out_threshold,40000000,300.0,1,1,1,46,0.5,0.5,0.021277,0.5
DataExfiltrationDetector,bytes_out_threshold,50000000,300.0,1,1,1,46,0.5,0.5,0.021277,0.5
DataExfiltrationDetector,bytes_out_threshold,70000000,300.0,1,0,1,47,1.0,0.5,0.0,0.666667
DataExfiltrationDetector,bytes_out_threshold,100000000,300.0,1,0,1,47,1.0,0.5,0.0,0.666667
DataExfiltrationDetector,bytes_out_threshold,150000000,300.0,0,0,2,47,,0.0,0.0,
DataExfiltrationDetector,bytes_out_threshold,250000000,300.0,0,0,2,47,,0.0,0.0,
DataExfiltrationDetector,bytes_out_threshold,10000000,3600.0,2,2,0,45,0.5,1.0,0.042553,0.666667
DataExfiltrationDetector,bytes_out_threshold,20000000,3600.0,2,2,0,45,0.5,1.0,0.042553,0.666667
DataExfiltrationDetector,bytes_out_threshold,30000000,3600.0,2,1,0,46,0.666667,1.0,0.021277,0.8
DataExfiltrationDetector,bytes_out_threshold,40000000,3600.0,1,1,1,46,0.5,0.5,0.021277,0.5
DataExfiltrationDetector,bytes_out_threshold,50000000,3600.0,1,1,1,46,0.5,0.5,0.021277,0.5
DataExfiltrationDetector,bytes_out_threshold,70000000,3600.0,1,0,1,47,1.0,0.5,0.0,0.666667
DataExfiltrationDetector,bytes_out_threshold,100000000,3600.0,1,0,1,47,1.0,0.5,0.0,0.666667
DataExfiltrationDetector,bytes_out_threshold,150000000,3600.0,0,0,2,47,,0.0,0.0,
DataExfiltrationDetector,bytes_out_threshold,250000000,3600.0,0,0,2,47,,0.0,0.0,
DnsTunnelingDetector,query_count_threshold,10,1.0,0,0,2,47,,0.0,0.0,
DnsTunnelingDetector,query_count_threshold,20,1.0,0,0,2,47,,0.0,0.0,
DnsTunnelingDetector,query_count_threshold,30,1.0,0,0,2,47,,0.0,0.0,
DnsTunnelingDetector,query_count_threshold,40,1.0,0,0,2,47,,0.0,0.0,
DnsTunnelingDetector,query_count_threshold,50,1.0,0,0,2,47,,0.0,0.0,
DnsTunnelingDetector,query_count_threshold,75,1.0,0,0,2,47,,0.0,0.0,
DnsTunnelingDetector,query_count_threshold,100,1.0,0,0,2,47,,0.0,0.0,
DnsTunnelingDetector,query_count_threshold,150,1.0,0,0,2,47,,0.0,0.0,
DnsTunnelingDetector,query_count_threshold,250,1.0,0,0,2,47,,0.0,0.0,
DnsTunnelingDetector,query_count_threshold,10,5.0,1,1,1,46,0.5,0.5,0.021277,0.5
DnsTunnelingDetector,query_count_threshold,20,5.0,0,0,2,47,,0.0,0.0,
DnsTunnelingDetector,query_count_threshold,30,5.0,0,0,2,47,,0.0,0.0,
DnsTunnelingDetector,query_count_threshold,40,5.0,0,0,2,47,,0.0,0.0,
DnsTunnelingDetector,query_count_threshold,50,5.0,0,0,2,47,,0.0,0.0,
DnsTunnelingDetector,query_count_threshold,75,5.0,0,0,2,47,,0.0,0.0,
DnsTunnelingDetector,query_count_threshold,100,5.0,0,0,2,47,,0.0,0.0,
DnsTunnelingDetector,query_count_threshold,150,5.0,0,0,2,47,,0.0,0.0,
DnsTunnelingDetector,query_count_threshold,250,5.0,0,0,2,47,,0.0,0.0,
DnsTunnelingDetector,query_count_threshold,10,10.0,1,1,1,46,0.5,0.5,0.021277,0.5
DnsTunnelingDetector,query_count_threshold,20,10.0,1,0,1,47,1.0,0.5,0.0,0.666667
DnsTunnelingDetector,query_count_threshold,30,10.0,0,0,2,47,,0.0,0.0,
DnsTunnelingDetector,query_count_threshold,40,10.0,0,0,2,47,,0.0,0.0,
DnsTunnelingDetector,query_count_threshold,50,10.0,0,0,2,47,,0.0,0.0,
DnsTunnelingDetector,query_count_threshold,75,10.0,0,0,2,47,,0.0,0.0,
DnsTunnelingDetector,query_count_threshold,100,10.0,0,0,2,47,,0.0,0.0,
DnsTunnelingDetector,query_count_threshold,150,10.0,0,0,2,47,,0.0,0.0,
DnsTunnelingDetector,query_count_threshold,250,10.0,0,0,2,47,,0.0,0.0,
DnsTunnelingDetector,query_count_threshold,10,30.0,2,1,0,46,0.666667,1.0,0.021277,0.8
DnsTunnelingDetector,query_count_threshold,20,30.0,1,1,1,46,0.5,0.5,0.021277,0.5
DnsTunnelingDetector,query_count_threshold,30,30.0,1,1,1,46,0.5,0.5,0.021277,0.5
DnsTunnelingDetector,query_count_threshold,40,30.0,1,1,1,46,0.5,0.5,0.021277,0.5
DnsTunnelingDetector,query_count_threshold,50,30.0,1,0,1,47,1.0,0.5,0.0,0.666667
DnsTunnelingDetector,query_count_threshold,75,30.0,0,0,2,47,,0.0,0.0,
DnsTunnelingDetector,query_count_threshold,100,30.0,0,0,2,47,,0.0,0.0,
DnsTunnelingDetector,query_count_threshold,150,30.0,0,0,2,47,,0.0,0.0,
DnsTunnelingDetector,query_count_threshold,250,30.0,0,0,2,47,,0.0,0.0,
DnsTunnelingDetector,query_count_threshold,10,60.0,2,1,0,46,0.666667,1.0,0.021277,0.8
DnsTunnelingDetector,query_count_threshold,20,60.0,2,1,0,46,0.666667,1.0,0.021277,0.8
DnsTunnelingDetector,query_count_threshold,30,60.0,1,1,1,46,0.5,0.5,0.021277,0.5
DnsTunnelingDetector,query_count_threshold,40,60.0,1,1,1,46,0.5,0.5,0.021277,0.5
DnsTunnelingDetector,query_count_threshold,50,60.0,1,1,1,46,0.5,0.5,0.021277,0.5
DnsTunnelingDetector,query_count_threshold,75,60.0,1,1,1,46,0.5,0.5,0.021277,0.5
DnsTunnelingDetector,query_count_threshold,100,60.0,1,0,1,47,1.0,0.5,0.0,0.666667
DnsTunnelingDetector,query_count_threshold,150,60.0,0,0,2,47,,0.0,0.0,
DnsTunnelingDetector,query_count_threshold,250,60.0,0,0,2,47,,0.0,0.0,
DnsTunnelingDetector,query_count_threshold,10,300.0,2,1,0,46,0.666667,1.0,0.021277,0.8
DnsTunnelingDetector,query_count_threshold,20,300.0,2,1,0,46,0.666667,1.0,0.021277,0.8
DnsTunnelingDetector,query_count_threshold,30,300.0,2,1,0,46,0.666667,1.0,0.021277,0.8
DnsTunnelingDetector,query_count_threshold,40,300.0,1,1,1,46,0.5,0.5,0.021277,0.5
DnsTunnelingDetector,query_count_threshold,50,300.0,1,1,1,46,0.5,0.5,0.021277,0.5
DnsTunnelingDetector,query_count_threshold,75,300.0,1,1,1,46,0.5,0.5,0.021277,0.5
DnsTunnelingDetector,query_count_threshold,100,300.0,1,0,1,47,1.0,0.5,0.0,0.666667
DnsTunnelingDetector,query_count_threshold,150,300.0,0,0,2,47,,0.0,0.0,
DnsTunnelingDetector,query_count_threshold,250,300.0,0,0,2,47,,0.0,0.0,
DnsTunnelingDetector,query_count_threshold,10,3600.0,2,1,0,46,0.666667,1.0,0.021277,0.8
DnsTunnelingDetector,query_count_threshold,20,3600.0,2,1,0,46,0.666667,1.0,0.021277,0.8
DnsTunnelingDetector,query_count_threshold,30,3600.0,2,1,0,46,0.666667,1.0,0.021277,0.8
DnsTunnelingDetector,query_count_threshold,40,3600.0,1,1,1,46,0.5,0.5,0.021277,0.5
DnsTunnelingDetector,query_count_threshold,50,3600.0,1,1,1,46,0.5,0.5,0.021277,0.5
DnsTunnelingDetector,query_count_threshold,75,3600.0,1,1,1,46,0.5,0.5,0.021277,0.5
DnsTunnelingDetector,query_count_threshold,100,3600.0,1,0,1,47,1.0,0.5,0.0,0.666667
DnsTunnelingDetector,query_count_threshold,150,3600.0,0,0,2,47,,0.0,0.0,
DnsTunnelingDetector,query_count_threshold,250,3600.0,0,0,2,47,,0.0,0.0,
HttpBruteForceDetector,connection_count_threshold,5,1.0,0,0,2,47,,0.0,0.0,
HttpBruteForceDetector,connection_count_threshold,10,1.0,0,0,2,47,,0.0,0.0,
HttpBruteForceDetector,connection_count_threshold,12,1.0,0,0,2,47,,0.0,0.0,
HttpBruteForceDetector,connection_count_threshold,15,1.0,0,0,2,47,,0.0,0.0,
HttpBruteForceDetector,connection_count_threshold,20,1.0,0,0,2,47,,0.0,0.0,
HttpBruteForceDetector,connection_count_threshold,25,1.0,0,0,2,47,,0.0,0.0,
HttpBruteForceDetector,connection_count_threshold,30,1.0,0,0,2,47,,0.0,0.0,
HttpBruteForceDetector,connection_count_threshold,45,1.0,0,0,2,47,,0.0,0.0,
HttpBruteForceDetector,connection_count_threshold,70,1.0,0,0,2,47,,0.0,0.0,
HttpBruteForceDetector,connection_count_threshold,5,5.0,1,0,1,47,1.0,0.5,0.0,0.666667
HttpBruteForceDetector,connection_count_threshold,10,5.0,1,0,1,47,1.0,0.5,0.0,0.666667
HttpBruteForceDetector,connection_count_threshold,12,5.0,1,0,1,47,1.0,0.5,0.0,0.666667
HttpBruteForceDetector,connection_count_threshold,15,5.0,0,0,2,47,,0.0,0.0,
HttpBruteForceDetector,connection_count_threshold,20,5.0,0,0,2,47,,0.0,0.0,
HttpBruteForceDetector,connection_count_threshold,25,5.0,0,0,2,47,,0.0,0.0,
HttpBruteForceDetector,connection_count_threshold,30,5.0,0,0,2,47,,0.0,0.0,
HttpBruteForceDetector,connection_count_threshold,45,5.0,0,0,2,47,,0.0,0.0,
HttpBruteForceDetector,connection_count_threshold,70,5.0,0,0,2,47,,0.0,0.0,
HttpBruteForceDetector,connection_count_threshold,5,10.0,1,1,1,46,0.5,0.5,0.021277,0.5
HttpBruteForceDetector,connection_count_threshold,10,10.0,1,0,1,47,1.0,0.5,0.0,0.666667
HttpBruteForceDetector,connection_count_threshold,12,10.0,1,0,1,47,1.0,0.5,0.0,0.666667
HttpBruteForceDetector,connection_count_threshold,15,10.0,1,0,1,47,1.0,0.5,0.0,0.666667
HttpBruteForceDetector,connection_count_threshold,20,10.0,1,0,1,47,1.0,0.5,0.0,0.666667
HttpBruteForceDetector,connection_count_threshold,25,10.0,0,0,2,47,,0.0,0.0,
HttpBruteForceDetector,connection_count_threshold,30,10.0,0,0,2,47,,0.0,0.0,
HttpBruteForceDetector,connection_count_threshold,45,10.0,0,0,2,47,,0.0,0.0,
HttpBruteForceDetector,connection_count_threshold,70,10.0,0,0,2,47,,0.0,0.0,
HttpBruteForceDetector,connection_count_threshold,5,30.0,2,1,0,46,0.666667,1.0,0.021277,0.8
